id,season,city,date,team1,team2,toss_winner,toss_decision,result,dl_applied,winner,win_by_runs,win_by_wickets,player_of_match,venue,umpire1,umpire2,umpire3
119,2010,Eden Gardens,2010-03-14,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,7.0,MK Tiwary,Eden Gardens,AM Saheba,Yashpal Sharma,
121,2010,"Sardar Patel Stadium, Motera",2010-03-15,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,6.0,V Sehwag,"Sardar Patel Stadium, Motera",RE Koertzen,AJ Pycroft,
123,2010,Eden Gardens,2010-03-16,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Chennai Super Kings,55.0,0.0,MS Dhoni,Eden Gardens,AM Saheba,Yashpal Sharma,
122,2010,M Chinnaswamy Stadium,2010-03-16,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,bat,normal,0,Royal Challengers Bangalore,0.0,8.0,JH Kallis,M Chinnaswamy Stadium,DJ Harper,D Govindjee,
124,2010,Feroz Shah Kotla,2010-03-17,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,field,normal,0,Mumbai Indians,98.0,0.0,SR Tendulkar,Feroz Shah Kotla,SK Tarapore,S Venkataraghavan,
125,2010,M Chinnaswamy Stadium,2010-03-18,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,10.0,JH Kallis,M Chinnaswamy Stadium,DJ Harper,D Govindjee,
127,2010,Barabati Stadium,2010-03-19,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Deccan Chargers,6.0,0.0,A Symonds,Barabati Stadium,M Erasmus,GR Viswanath,
126,2010,Feroz Shah Kotla,2010-03-19,Delhi Daredevils,Chennai Super Kings,Delhi Daredevils,bat,normal,0,Chennai Super Kings,0.0,5.0,ML Hayden,Feroz Shah Kotla,SK Tarapore,S Venkataraghavan,
129,2010,Brabourne Stadium,2010-03-20,Mumbai Indians,Royal Challengers Bangalore,Mumbai Indians,bat,normal,0,Royal Challengers Bangalore,0.0,7.0,JH Kallis,Brabourne Stadium,SS Hazare,Yashpal Sharma,
128,2010,"Sardar Patel Stadium, Motera",2010-03-20,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,bat,normal,0,Rajasthan Royals,34.0,0.0,AA Jhunjhunwala,"Sardar Patel Stadium, Motera",RB Tiffin,AJ Pycroft,
131,2010,"MA Chidambaram Stadium, Chepauk",2010-03-21,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,normal,0,Draw/No Result,0.0,0.0,J Theron,"MA Chidambaram Stadium, Chepauk",DJ Harper,S Venkataraghavan,
130,2010,Barabati Stadium,2010-03-21,Deccan Chargers,Delhi Daredevils,Deccan Chargers,bat,normal,0,Deccan Chargers,10.0,0.0,A Symonds,Barabati Stadium,M Erasmus,GR Viswanath,
132,2010,Brabourne Stadium,2010-03-22,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Mumbai Indians,0.0,7.0,SR Tendulkar,Brabourne Stadium,SJA Taufel,Yashpal Sharma,
133,2010,M Chinnaswamy Stadium,2010-03-23,Royal Challengers Bangalore,Chennai Super Kings,Chennai Super Kings,field,normal,0,Royal Challengers Bangalore,36.0,0.0,RV Uthappa,M Chinnaswamy Stadium,RB Tiffin,AJ Pycroft,
134,2010,"Punjab Cricket Association Stadium, Mohali",2010-03-24,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,normal,0,Rajasthan Royals,31.0,0.0,AC Voges,"Punjab Cricket Association Stadium, Mohali",SK Tarapore,S Venkataraghavan,
135,2010,"Brabourne Stadium, Mumbai",2010-03-25,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,5.0,SR Tendulkar,"Brabourne Stadium, Mumbai",BF Bowden,GR Viswanath,
138,2010,M Chinnaswamy Stadium,2010-03-25,Royal Challengers Bangalore,Delhi Daredevils,Royal Challengers Bangalore,field,normal,0,Delhi Daredevils,17.0,0.0,KM Jadhav,M Chinnaswamy Stadium,RE Koertzen,AJ Pycroft,
136,2010,"Sardar Patel Stadium, Motera",2010-03-26,Rajasthan Royals,Deccan Chargers,Deccan Chargers,bat,normal,0,Rajasthan Royals,0.0,8.0,YK Pathan,"Sardar Patel Stadium, Motera",SJA Taufel,RS Mahanama,
137,2010,"Punjab Cricket Association Stadium, Mohali",2010-03-27,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,39.0,0.0,MK Tiwary,"Punjab Cricket Association Stadium, Mohali",S Ravi,S Venkataraghavan,
140,2010,Dr DY Patil Sports Academy,2010-03-28,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,normal,0,Mumbai Indians,41.0,0.0,Harbhajan Singh,Dr DY Patil Sports Academy,K Hariharan,GR Viswanath,
139,2010,"Sardar Patel Stadium, Motera",2010-03-28,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,bat,normal,0,Rajasthan Royals,17.0,0.0,NV Ojha,"Sardar Patel Stadium, Motera",SJA Taufel,RS Mahanama,
141,2010,Feroz Shah Kotla,2010-03-29,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,bat,normal,0,Delhi Daredevils,40.0,0.0,DA Warner,Feroz Shah Kotla,SJA Taufel,RS Mahanama,
142,2010,Brabourne Stadium,2010-03-30,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,4.0,SL Malinga,Brabourne Stadium,SK Tarapore,S Venkataraghavan,
143,2010,"MA Chidambaram Stadium, Chepauk",2010-03-31,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,normal,0,Chennai Super Kings,0.0,5.0,M Vijay,"MA Chidambaram Stadium, Chepauk",RE Koertzen,AJ Pycroft,
144,2010,Feroz Shah Kotla,2010-03-31,Delhi Daredevils,Rajasthan Royals,Delhi Daredevils,bat,normal,0,Delhi Daredevils,67.0,0.0,KD Karthik,Feroz Shah Kotla,SJA Taufel,RS Mahanama,
145,2010,Eden Gardens,2010-04-01,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,24.0,0.0,SC Ganguly,Eden Gardens,DJ Harper,GR Viswanath,
146,2010,"Punjab Cricket Association Stadium, Mohali",2010-04-02,Kings XI Punjab,Royal Challengers Bangalore,Kings XI Punjab,bat,normal,0,Royal Challengers Bangalore,0.0,6.0,KP Pietersen,"Punjab Cricket Association Stadium, Mohali",M Erasmus,D Govindjee,
147,2010,"MA Chidambaram Stadium, Chepauk",2010-04-03,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,normal,0,Chennai Super Kings,23.0,0.0,M Vijay,"MA Chidambaram Stadium, Chepauk",RB Tiffin,AJ Pycroft,
148,2010,Brabourne Stadium,2010-04-03,Mumbai Indians,Deccan Chargers,Mumbai Indians,bat,normal,0,Mumbai Indians,63.0,0.0,AT Rayudu,Brabourne Stadium,S Ravi,S Venkataraghavan,
150,2010,Feroz Shah Kotla,2010-04-04,Delhi Daredevils,Royal Challengers Bangalore,Delhi Daredevils,bat,normal,0,Delhi Daredevils,37.0,0.0,PD Collingwood,Feroz Shah Kotla,M Erasmus,D Govindjee,
149,2010,Eden Gardens,2010-04-04,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,bat,normal,0,Kings XI Punjab,0.0,8.0,DPMD Jayawardene,Eden Gardens,DJ Harper,J Srinath,
151,2010,"Vidarbha Cricket Association Stadium, Jamtha",2010-04-05,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Rajasthan Royals,2.0,0.0,SK Warne,"Vidarbha Cricket Association Stadium, Jamtha",SJA Taufel,RS Mahanama,
152,2010,"MA Chidambaram Stadium, Chepauk",2010-04-06,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,24.0,0.0,SK Raina,"MA Chidambaram Stadium, Chepauk",DJ Harper,J Srinath,
154,2010,Eden Gardens,2010-04-07,Kolkata Knight Riders,Delhi Daredevils,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,14.0,0.0,SC Ganguly,Eden Gardens,RE Koertzen,AJ Pycroft,
153,2010,Sawai Mansingh Stadium,2010-04-07,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,bat,normal,0,Rajasthan Royals,0.0,9.0,MJ Lumb,Sawai Mansingh Stadium,SK Tarapore,S Venkataraghavan,
155,2010,M Chinnaswamy Stadium,2010-04-08,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0.0,7.0,TL Suman,M Chinnaswamy Stadium,DJ Harper,J Srinath,
156,2010,"Punjab Cricket Association Stadium, Mohali",2010-04-09,Kings XI Punjab,Mumbai Indians,Mumbai Indians,bat,normal,0,Kings XI Punjab,0.0,6.0,KC Sangakkara,"Punjab Cricket Association Stadium, Mohali",AM Saheba,D Govindjee,
157,2010,"Vidarbha Cricket Association Stadium, Jamtha",2010-04-10,Deccan Chargers,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Deccan Chargers,0.0,6.0,RJ Harris,"Vidarbha Cricket Association Stadium, Jamtha",SJA Taufel,RS Mahanama,
158,2010,M Chinnaswamy Stadium,2010-04-10,Royal Challengers Bangalore,Kolkata Knight Riders,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,7.0,R Vinay Kumar,M Chinnaswamy Stadium,DJ Harper,J Srinath,
159,2010,Feroz Shah Kotla,2010-04-11,Delhi Daredevils,Kings XI Punjab,Delhi Daredevils,bat,normal,0,Kings XI Punjab,0.0,7.0,PP Chawla,Feroz Shah Kotla,AM Saheba,D Govindjee,
160,2010,Sawai Mansingh Stadium,2010-04-11,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,normal,0,Mumbai Indians,37.0,0.0,SR Tendulkar,Sawai Mansingh Stadium,SK Tarapore,S Venkataraghavan,
161,2010,"Vidarbha Cricket Association Stadium, Jamtha",2010-04-12,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Deccan Chargers,13.0,0.0,Harmeet Singh,"Vidarbha Cricket Association Stadium, Jamtha",RB Tiffin,AJ Pycroft,
163,2010,"MA Chidambaram Stadium, Chepauk",2010-04-13,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,bat,normal,0,Chennai Super Kings,0.0,9.0,R Ashwin,"MA Chidambaram Stadium, Chepauk",SJA Taufel,GR Viswanath,
162,2010,Brabourne Stadium,2010-04-13,Mumbai Indians,Delhi Daredevils,Mumbai Indians,bat,normal,0,Mumbai Indians,39.0,0.0,KA Pollard,Brabourne Stadium,DJ Harper,J Srinath,
164,2010,Sawai Mansingh Stadium,2010-04-14,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,bat,normal,0,Royal Challengers Bangalore,0.0,5.0,KP Pietersen,Sawai Mansingh Stadium,S Ravi,S Venkataraghavan,
165,2010,"MA Chidambaram Stadium, Chepauk",2010-04-15,Chennai Super Kings,Delhi Daredevils,Chennai Super Kings,bat,normal,0,Delhi Daredevils,0.0,6.0,G Gambhir,"MA Chidambaram Stadium, Chepauk",SS Hazare,GR Viswanath,
166,2010,Himachal Pradesh Cricket Association Stadium,2010-04-16,Kings XI Punjab,Deccan Chargers,Deccan Chargers,field,normal,0,Deccan Chargers,0.0,5.0,RG Sharma,Himachal Pradesh Cricket Association Stadium,AM Saheba,D Govindjee,
168,2010,Eden Gardens,2010-04-17,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Kolkata Knight Riders,0.0,8.0,JD Unadkat,Eden Gardens,RB Tiffin,AJ Pycroft,
167,2010,M Chinnaswamy Stadium,2010-04-17,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,normal,0,Mumbai Indians,57.0,0.0,R McLaren,M Chinnaswamy Stadium,SJA Taufel,GR Viswanath,
170,2010,Feroz Shah Kotla,2010-04-18,Delhi Daredevils,Deccan Chargers,Deccan Chargers,bat,normal,0,Deccan Chargers,11.0,0.0,A Symonds,Feroz Shah Kotla,SK Tarapore,S Venkataraghavan,
169,2010,Himachal Pradesh Cricket Association Stadium,2010-04-18,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,normal,0,Chennai Super Kings,0.0,6.0,MS Dhoni,Himachal Pradesh Cricket Association Stadium,AM Saheba,D Govindjee,
171,2010,Eden Gardens,2010-04-19,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,bat,normal,0,Kolkata Knight Riders,0.0,9.0,M Kartik,Eden Gardens,RE Koertzen,AJ Pycroft,
172,2010,Dr DY Patil Sports Academy,2010-04-21,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,bat,normal,0,Mumbai Indians,35.0,0.0,KA Pollard,Dr DY Patil Sports Academy,RB Tiffin,J Srinath,
173,2010,Dr DY Patil Sports Academy,2010-04-22,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,38.0,0.0,DE Bollinger,Dr DY Patil Sports Academy,RB Tiffin,J Srinath,
174,2010,Dr DY Patil Sports Academy,2010-04-24,Royal Challengers Bangalore,Deccan Chargers,Deccan Chargers,bat,normal,0,Royal Challengers Bangalore,0.0,9.0,A Kumble,Dr DY Patil Sports Academy,SJA Taufel,S Venkataraghavan,
175,2010,Dr DY Patil Sports Academy,2010-04-25,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,normal,0,Chennai Super Kings,22.0,0.0,SK Raina,Dr DY Patil Sports Academy,SJA Taufel,S Venkataraghavan,
176,2011,"MA Chidambaram Stadium, Chepauk",2011-04-08,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,normal,0,Chennai Super Kings,2.0,0.0,S Anirudha,"MA Chidambaram Stadium, Chepauk",PR Reiffel,J Srinath,
177,2011,"Rajiv Gandhi International Stadium, Uppal",2011-04-09,Deccan Chargers,Rajasthan Royals,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,8.0,SK Trivedi,"Rajiv Gandhi International Stadium, Uppal",SK Tarapore,AJ Pycroft,
178,2011,Nehru Stadium,2011-04-09,Kochi Tuskers Kerala,Royal Challengers Bangalore,Kochi Tuskers Kerala,bat,normal,0,Royal Challengers Bangalore,0.0,6.0,AB de Villiers,Nehru Stadium,K Hariharan,Raju Mukherjee,
179,2011,Feroz Shah Kotla,2011-04-10,Delhi Daredevils,Mumbai Indians,Delhi Daredevils,bat,normal,0,Mumbai Indians,0.0,8.0,SL Malinga,Feroz Shah Kotla,RB Tiffin,S Venkataraghavan,
180,2011,Dr DY Patil Sports Academy,2011-04-10,Pune Warriors,Kings XI Punjab,Kings XI Punjab,bat,normal,0,Pune Warriors,0.0,7.0,SB Wagh,Dr DY Patil Sports Academy,PR Reiffel,J Srinath,
181,2011,Eden Gardens,2011-04-11,Kolkata Knight Riders,Deccan Chargers,Kolkata Knight Riders,bat,normal,0,Kolkata Knight Riders,9.0,0.0,JH Kallis,Eden Gardens,SK Tarapore,D Govindjee,
182,2011,Sawai Mansingh Stadium,2011-04-12,Rajasthan Royals,Delhi Daredevils,Delhi Daredevils,bat,normal,0,Rajasthan Royals,0.0,6.0,SK Warne,Sawai Mansingh Stadium,RB Tiffin,AJ Pycroft,
183,2011,M Chinnaswamy Stadium,2011-04-12,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,normal,0,Mumbai Indians,0.0,9.0,SR Tendulkar,M Chinnaswamy Stadium,AL Hill,Raju Mukherjee,
184,2011,"Punjab Cricket Association Stadium, Mohali",2011-04-13,Kings XI Punjab,Chennai Super Kings,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,6.0,PC Valthaty,"Punjab Cricket Association Stadium, Mohali",SL Shastri,S Venkataraghavan,
185,2011,Dr DY Patil Sports Academy,2011-04-13,Pune Warriors,Kochi Tuskers Kerala,Kochi Tuskers Kerala,bat,normal,0,Pune Warriors,0.0,4.0,MD Mishra,Dr DY Patil Sports Academy,PR Reiffel,J Srinath,
186,2011,"Rajiv Gandhi International Stadium, Uppal",2011-04-14,Deccan Chargers,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Deccan Chargers,33.0,0.0,DW Steyn,"Rajiv Gandhi International Stadium, Uppal",S Ravi,D Govindjee,
188,2011,Wankhede Stadium,2011-04-15,Mumbai Indians,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Kochi Tuskers Kerala,0.0,8.0,BB McCullum,Wankhede Stadium,PR Reiffel,J Srinath,
187,2011,Sawai Mansingh Stadium,2011-04-15,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,9.0,G Gambhir,Sawai Mansingh Stadium,SS Hazare,AJ Pycroft,
189,2011,"MA Chidambaram Stadium, Chepauk",2011-04-16,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,bat,normal,0,Chennai Super Kings,21.0,0.0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",AL Hill,Raju Mukherjee,
190,2011,"Rajiv Gandhi International Stadium, Uppal",2011-04-16,Deccan Chargers,Kings XI Punjab,Kings XI Punjab,field,normal,0,Kings XI Punjab,0.0,8.0,PC Valthaty,"Rajiv Gandhi International Stadium, Uppal",S Ravi,D Govindjee,
192,2011,Eden Gardens,2011-04-17,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,8.0,L Balaji,Eden Gardens,RB Tiffin,AJ Pycroft,
191,2011,Dr DY Patil Sports Academy,2011-04-17,Pune Warriors,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,3.0,Yuvraj Singh,Dr DY Patil Sports Academy,AM Saheba,S Venkataraghavan,
193,2011,Nehru Stadium,2011-04-18,Kochi Tuskers Kerala,Chennai Super Kings,Kochi Tuskers Kerala,field,normal,0,Kochi Tuskers Kerala,0.0,7.0,BB McCullum,Nehru Stadium,AL Hill,Raju Mukherjee,
194,2011,Feroz Shah Kotla,2011-04-19,Delhi Daredevils,Deccan Chargers,Deccan Chargers,bat,normal,0,Deccan Chargers,16.0,0.0,S Sohal,Feroz Shah Kotla,RJ Tucker,J Srinath,
196,2011,Eden Gardens,2011-04-20,Kolkata Knight Riders,Kochi Tuskers Kerala,Kolkata Knight Riders,field,normal,0,Kochi Tuskers Kerala,6.0,0.0,DPMD Jayawardene,Eden Gardens,RB Tiffin,AJ Pycroft,
195,2011,Wankhede Stadium,2011-04-20,Mumbai Indians,Pune Warriors,Pune Warriors,bat,normal,0,Mumbai Indians,0.0,7.0,MM Patel,Wankhede Stadium,AM Saheba,Raju Mukherjee,
197,2011,"Punjab Cricket Association Stadium, Mohali",2011-04-21,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,normal,0,Kings XI Punjab,48.0,0.0,SE Marsh,"Punjab Cricket Association Stadium, Mohali",PR Reiffel,J Srinath,
199,2011,Eden Gardens,2011-04-22,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,9.0,CH Gayle,Eden Gardens,RB Tiffin,AJ Pycroft,
198,2011,Wankhede Stadium,2011-04-22,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,normal,0,Mumbai Indians,8.0,0.0,Harbhajan Singh,Wankhede Stadium,AM Saheba,Raju Mukherjee,
200,2011,Feroz Shah Kotla,2011-04-23,Delhi Daredevils,Kings XI Punjab,Kings XI Punjab,field,normal,0,Delhi Daredevils,29.0,0.0,DA Warner,Feroz Shah Kotla,RE Koertzen,J Srinath,
201,2011,"Rajiv Gandhi International Stadium, Uppal",2011-04-24,Deccan Chargers,Mumbai Indians,Deccan Chargers,field,normal,0,Mumbai Indians,37.0,0.0,SL Malinga,"Rajiv Gandhi International Stadium, Uppal",AL Hill,Raju Mukherjee,
202,2011,Sawai Mansingh Stadium,2011-04-24,Rajasthan Royals,Kochi Tuskers Kerala,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,8.0,SK Warne,Sawai Mansingh Stadium,SK Tarapore,D Govindjee,
203,2011,"MA Chidambaram Stadium, Chepauk",2011-04-25,Chennai Super Kings,Pune Warriors,Pune Warriors,field,normal,0,Chennai Super Kings,25.0,0.0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",RB Tiffin,AJ Pycroft,
204,2011,Feroz Shah Kotla,2011-04-26,Delhi Daredevils,Royal Challengers Bangalore,Royal Challengers Bangalore,field,normal,0,Royal Challengers Bangalore,0.0,3.0,V Kohli,Feroz Shah Kotla,RJ Tucker,J Srinath,
206,2011,Nehru Stadium,2011-04-27,Kochi Tuskers Kerala,Deccan Chargers,Kochi Tuskers Kerala,field,normal,0,Deccan Chargers,55.0,0.0,I Sharma,Nehru Stadium,AL Hill,Raju Mukherjee,
205,2011,Dr DY Patil Sports Academy,2011-04-27,Pune Warriors,Chennai Super Kings,Pune Warriors,bat,normal,0,Chennai Super Kings,0.0,8.0,DE Bollinger,Dr DY Patil Sports Academy,SL Shastri,GF Labrooy,
207,2011,Feroz Shah Kotla,2011-04-28,Delhi Daredevils,Kolkata Knight Riders,Delhi Daredevils,field,normal,0,Kolkata Knight Riders,17.0,0.0,MK Tiwary,Feroz Shah Kotla,RJ Tucker,J Srinath,
208,2011,Sawai Mansingh Stadium,2011-04-29,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,7.0,J Botha,Sawai Mansingh Stadium,SK Tarapore,D Govindjee,
209,2011,M Chinnaswamy Stadium,2011-04-29,Royal Challengers Bangalore,Pune Warriors,Pune Warriors,field,normal,0,Royal Challengers Bangalore,26.0,0.0,V Kohli,M Chinnaswamy Stadium,SS Hazare,AJ Pycroft,
210,2011,Nehru Stadium,2011-04-30,Kochi Tuskers Kerala,Delhi Daredevils,Delhi Daredevils,bat,normal,0,Delhi Daredevils,38.0,0.0,V Sehwag,Nehru Stadium,AL Hill,Raju Mukherjee,
211,2011,Eden Gardens,2011-04-30,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,normal,0,Kolkata Knight Riders,0.0,8.0,Iqbal Abdulla,Eden Gardens,SL Shastri,GF Labrooy,
213,2011,"MA Chidambaram Stadium, Chepauk",2011-05-01,Chennai Super Kings,Deccan Chargers,Chennai Super Kings,bat,normal,0,Chennai Super Kings,19.0,0.0,JA Morkel,"MA Chidambaram Stadium, Chepauk",RB Tiffin,AJ Pycroft,
212,2011,Sawai Mansingh Stadium,2011-05-01,Rajasthan Royals,Pune Warriors,Rajasthan Royals,field,normal,0,Rajasthan Royals,0.0,6.0,LRPL Taylor,Sawai Mansingh Stadium,SJA Taufel,D Govindjee,
215,2011,Feroz Shah Kotla,2011-05-02,Delhi Daredevils,Kochi Tuskers Kerala,Kochi Tuskers Kerala,field,normal,0,Kochi Tuskers Kerala,0.0,7.0,P Parameswaran,Feroz Shah Kotla,SL Shastri,GF Labrooy,
214,2011,Wankhede Stadium,2011-05-02,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,normal,0,Mumbai Indians,23.0,0.0,KA Pollard,Wankhede Stadium,PR Reiffel,Raju Mukherjee,
216,2011,"Rajiv Gandhi International Stadium, Uppal",2011-05-03,Deccan Chargers,Kolkata Knight Riders,Deccan Chargers,field,normal,0,Kolkata Knight Riders,20.0,0.0,YK Pathan,"Rajiv Gandhi International Stadium, Uppal",RJ Tucker,J Srinath,
217,2011,"MA Chidambaram Stadium, Chepauk",2011-05-04,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,normal,0,Chennai Super Kings,0.0,8.0,MEK Hussey,"MA Chidambaram Stadium, Chepauk",RB Tiffin,AJ Pycroft,
218,2011,Dr DY Patil Sports Academy,2011-05-04,Pune Warriors,Mumbai Indians,Pune Warriors,field,normal,0,Mumbai Indians,21.0,0.0,R Sharma,Dr DY Patil Sports Academy,SJA Taufel,Raju Mukherjee,
220,2011,"Rajiv Gandhi International Stadium, Uppal",2011-05-05,Deccan Chargers,Delhi Daredevils,Delhi Daredevils,field,normal,0,Delhi Daredevils,0.0,4.0,V Sehwag,"Rajiv Gandhi International Stadium, Uppal",AM Saheba,GF Labrooy,
219,2011,Nehru Stadium,2011-05-05,Kochi Tuskers Kerala,Kolkata Knight Riders,Kolkata Knight Riders,field,normal,0,Kochi Tuskers Kerala,17.0,0.0,BJ Hodge,Nehru Stadium,RJ Tucker,D Govindjee,
221,2011,M Chinnaswamy Stadium,2011-05-06,Royal Challengers Bangalore,Kings XI Punjab,Kings XI Punjab,field,normal,0,Royal Challengers Bangalore,85.0,0.0,CH Gayle,M Chinnaswamy Stadium,RB Tiffin,AJ Pycroft,
222,2011,Eden Gardens,2011-05-07,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,normal,0,Kolkata Knight Riders,10.0,0.0,Iqbal Abdulla,Eden Gardens,PR Reiffel,Raju Mukherjee,
223,2011,Wankhede Stadium,2011-05-07,Mumbai Indians,Delhi Daredevils,Delhi Daredevils,field,normal,0,Mumbai Indians,32.0,0.0,AT Rayudu,Wankhede Stadium,SJA Taufel,RS Mahanama,
225,2011,"Punjab Cricket Association Stadium, Mohali",2011-05-08,Kings XI Punjab,Pune Warriors,Kings XI Punjab,bat,normal,0,Pune Warriors,0.0,5.0,R Sharma,"Punjab Cricket Association Stadium, Mohali",RJ Tucker,D Govindjee,
224,2011,M Chinnaswamy Stadium,2011-05-08,Royal Challengers Bangalore,Kochi Tuskers Kerala,Kochi Tuskers Kerala,bat,normal,0,Royal Challengers Bangalore,0.0,9.0,CH Gayle,M Chinnaswamy Stadium,SS Hazare,AJ Pycroft,
226,2011,Sawai Mansingh Stadium,2011-05-09,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,normal,0,Chennai Super Kings,63.0,0.0,M Vijay,Sawai Mansingh Stadium,SJA Taufel,RS Mahanama,
